Submission ID,Respondent ID,Submitted at,Loan Id,"Using a scale from 0 (not likely) to 10 (very likely), how likely are you to recommend MoPhones to friends or family?",What is the main reason for your score?,What is one thing we could do to improve your experience with us?,Are you happy with the quality and performance of your MoPhones device?,Are you happy with the service and support provided by MoPhones?,Have you ever experienced a delay in your payment reflecting in your Mophones account?,Have you ever had difficulty getting assistance from MoPhones customer support when needed?,(If Yes) – Please describe the challenge you faced and how we can improve your experience.,Have you experienced any battery-related issues with your MoPhones device?,Have you used the MoPhones app (MoApp) to manage your account or make payments?,Which communication channel do you prefer when contacting MoPhones for inquiries or support?,Have you ever had your phone lock despite making a payment on time?,Any other Feedback?,nps_score,nps_group,LOAN_ID,REPORTING_DATE,delta_days,ACCOUNT_STATUS,DAYS_PAST_DUE,ARREARS_PROXY,BALANCE,AGE_BAND,INCOME_BAND,GENDER
rjBO152,qqMRbO,2025/04/23 20:13,rec9JO680RShmP9cf,7,,,Yes,Yes,No,Yes,"I lost my phone, I have not received feedback from you on next cause of action",Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I lost my phone. Can I pick another? I was paying faithfully until it got lost.,7,Passive,rec9JO680RShmP9cf,2025/03/30,24,default,488,0,100700,,,
rjBjLRl,0YAbJP,2025/04/22 18:56,recZAdXq7W0CSKRDt,10,,,Yes,Yes,No,No,Nothing,No,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Nothing,10,Promoter,recZAdXq7W0CSKRDt,2025/03/30,23,current,0,0,44030,,"100,000–149,999",Male
rjBjPNM,5YO21b,2025/04/22 18:23,recRoJtkHMV0zoy05,7,,,Yes,Yes,No,No,,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"Work on the batteries and quality glass, plus the front camera gets dusty.",7,Passive,recRoJtkHMV0zoy05,2025/03/30,23,arrears,44,0,26719,,,
rjBjyaX,OZVX57,2025/04/22 17:40,recvxTpf3gnFIThnd,10,,,Yes,Yes,No,No,No challange on my side,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Am ok,10,Promoter,recvxTpf3gnFIThnd,2025/03/30,23,current,0,0,46740,,"30,000–49,999",Male
rjBybNp,4YO5BB,2025/04/22 16:30,recQwlUSYREf8Oq80,5,,,No,Yes,No,No,No challenge at the moment,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No,5,Detractor,recQwlUSYREf8Oq80,2025/03/30,23,current,0,80,33040,,,Male
rjBybV5,OZERrA,2025/04/22 16:28,recrmy7WSvZjq30aU,10,,,Yes,Yes,Yes,No,,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,,10,Promoter,recrmy7WSvZjq30aU,2025/03/30,23,current,0,0,36120,,"100,000–149,999",Male
rjBybV5,OZERrA,2025/04/22 16:28,recrmy7WSvZjq30aU,10,,,Yes,Yes,Yes,No,,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,,10,Promoter,recrmy7WSvZjq30aU,2025/03/30,23,current,0,0,36120,,"100,000–149,999",Male
rjBygL5,Jro4YJ,2025/04/22 16:04,recAASzdygMslxkcL,9,,,Yes,Yes,Yes,No,,,,,,,9,Promoter,recAASzdygMslxkcL,2025/03/30,23,current,0,0,34200,,,
rjBykB2,k4zjvo,2025/04/22 15:42,recayIesPKGAMilkX,0,,,,,,,,,,,,,0,Detractor,recayIesPKGAMilkX,2025/03/30,23,arrears,15,0,44800,,,
rjBypZN,W6qW6a,2025/04/22 16:14,reck6CILqLGLsGpKs,5,,,No,Yes,No,Yes,When traveling outside the country I can not use other simcards on my phone,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,The phone was waterproof but when it dropped in water And motherboard got destroyed I was told to pay for that repair clearly that was misinformation and also in warranty I had just used the phone for three months,5,Detractor,reck6CILqLGLsGpKs,2025/03/30,23,arrears,4,0,70290,,,Male
rjByxk2,DoWKgZ,2025/04/22 17:28,recdVrwP8NNfSulo5,10,,,Yes,Yes,Yes,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Non atm,10,Promoter,recdVrwP8NNfSulo5,2025/03/30,23,current,0,0,31820,,"20,000–29,999",Male
rjE72dR,jKQGgE,2025/07/22 14:13,recNrKyftyaUYvtu8,7,,,Yes,Yes,Yes,No,My challage is phone drains batterly very fast,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No,7,Passive,recNrKyftyaUYvtu8,2025/06/30,22,current,0,0,47380,,"50,000–99,999",Male
rjE72dR,jKQGgE,2025/07/22 14:13,recNrKyftyaUYvtu8,7,,,Yes,Yes,Yes,No,My challage is phone drains batterly very fast,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No,7,Passive,recNrKyftyaUYvtu8,2025/06/30,22,current,0,0,47380,,"50,000–99,999",Male
rjE72dR,jKQGgE,2025/07/22 14:13,recNrKyftyaUYvtu8,7,,,Yes,Yes,Yes,No,My challage is phone drains batterly very fast,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No,7,Passive,recNrKyftyaUYvtu8,2025/06/30,22,current,0,0,47380,,"50,000–99,999",Male
rjE78oR,QG5WYA,2025/07/22 15:25,recQtMSX4Sseib9Yf,10,,,No,Yes,Yes,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,,10,Promoter,recQtMSX4Sseib9Yf,2025/09/30,70,current,0,0,33150,,"30,000–49,999",Female
rjE78oR,QG5WYA,2025/07/22 15:25,recQtMSX4Sseib9Yf,10,,,No,Yes,Yes,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,,10,Promoter,recQtMSX4Sseib9Yf,2025/09/30,70,current,0,0,33150,,"30,000–49,999",Female
rjE7ZR5,d7x4LA,2025/07/22 15:39,reclkTFLMOhWZj8IY,10,,,Yes,Yes,No,No,Never had any challenge,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Happy with your services n am in love with the phone,10,Promoter,reclkTFLMOhWZj8IY,2025/06/30,22,current,0,0,59800,,"30,000–49,999",Female
rjE7dDl,KjOMWM,2025/09/08 15:52,rec515sAXR8r095U2,9,,,Yes,Yes,No,No,"Can you please send notification date and time for payment,I normally forget",No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,I don't have just keep it up,9,Promoter,rec515sAXR8r095U2,2025/09/30,22,current,0,0,16000,,"50,000–99,999",Male
rjE7dZ5,L8WMLv,2025/07/22 14:02,recIo9SwsuaGNWv6l,4,,,No,No,No,Yes,You don't reply chats,Yes,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,My battery is very weak,4,Detractor,recIo9SwsuaGNWv6l,2025/06/30,22,arrears,6,0,43500,,"10,000–19,999",Male
rjE7dZ5,L8WMLv,2025/07/22 14:02,recIo9SwsuaGNWv6l,4,,,No,No,No,Yes,You don't reply chats,Yes,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,My battery is very weak,4,Detractor,recIo9SwsuaGNWv6l,2025/06/30,22,arrears,6,0,43500,,"10,000–19,999",Male
rjE7dZ5,L8WMLv,2025/07/22 14:02,recIo9SwsuaGNWv6l,4,,,No,No,No,Yes,You don't reply chats,Yes,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,My battery is very weak,4,Detractor,recIo9SwsuaGNWv6l,2025/06/30,22,arrears,6,0,43500,,"10,000–19,999",Male
rjE7qlM,jKQvzx,2025/07/22 14:45,reciC6Gl6SdM0u12H,8,,,Yes,Yes,No,Yes,"Kindly if you can have option for a day payment as emergency paymnent where one can pay for that day ameshikwa na emergency na bahati mbaya simu ilikiwa off and he cant pay the weekly one you should have that option .
 Then on loan terms after phone payment bless someone with a loan and make sure he pays with the phone he has just shut the phone but let the loan be equivalalent to what he purchased or higher not lower",Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Kinldy consider the request i have made,8,Passive,reciC6Gl6SdM0u12H,2025/06/30,22,current,0,0,43700,,"20,000–29,999",Male
rjE7qlM,jKQvzx,2025/07/22 14:45,reciC6Gl6SdM0u12H,8,,,Yes,Yes,No,Yes,"Kindly if you can have option for a day payment as emergency paymnent where one can pay for that day ameshikwa na emergency na bahati mbaya simu ilikiwa off and he cant pay the weekly one you should have that option .
 Then on loan terms after phone payment bless someone with a loan and make sure he pays with the phone he has just shut the phone but let the loan be equivalalent to what he purchased or higher not lower",Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Kinldy consider the request i have made,8,Passive,reciC6Gl6SdM0u12H,2025/06/30,22,current,0,0,43700,,"20,000–29,999",Male
rjEzE8L,pgKbOb,2025/07/22 17:24,recDSlgMbzzblWF6q,10,,,Yes,Yes,No,No,Its perfect for me,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,Am happy so far,10,Promoter,recDSlgMbzzblWF6q,2025/06/30,22,current,0,0,60200,,"150,000 and above",Male
rjEzE8L,pgKbOb,2025/07/22 17:24,recDSlgMbzzblWF6q,10,,,Yes,Yes,No,No,Its perfect for me,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,Am happy so far,10,Promoter,recDSlgMbzzblWF6q,2025/06/30,22,current,0,0,60200,,"150,000 and above",Male
rjEzaaM,Pe0Zad,2025/07/22 16:35,rec3gUMeQnifHztnY,9,,,Yes,Yes,No,"No, I have never looked for customer care",,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,,9,Promoter,rec3gUMeQnifHztnY,2025/06/30,22,default,199,0,89779,,,Male
rjGJjGp,0NoGJ6,2025/09/09 07:35,recObMVtL2N13CosM,9,,,Yes,Yes,No,No,.,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,.,9,Promoter,recObMVtL2N13CosM,2025/09/30,21,current,0,3240,42120,,"20,000–29,999",Male
rjGd8oR,lJGavW,2025/09/08 15:14,recfJQF17KRGBdNmF,8,,,Yes,Yes,No,"No, I have never looked for customer care",No,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,8,Passive,recfJQF17KRGBdNmF,2025/09/30,22,current,0,40,51880,,"5,000–9,999",Female
rjGdX62,EpXQA4,2025/09/08 15:34,recmgwQSnQc8lLCEN,3,,,,,,,,,,,,,3,Detractor,recmgwQSnQc8lLCEN,2025/09/30,22,current,0,0,29750,,"Below 5,000",Male
rjGdX62,EpXQA4,2025/09/08 15:34,recmgwQSnQc8lLCEN,3,,,,,,,,,,,,,3,Detractor,recmgwQSnQc8lLCEN,2025/09/30,22,current,0,0,29750,,"Below 5,000",Male
rjGdX62,EpXQA4,2025/09/08 15:34,recmgwQSnQc8lLCEN,3,,,,,,,,,,,,,3,Detractor,recmgwQSnQc8lLCEN,2025/09/30,22,current,0,0,29750,,"Below 5,000",Male
rjGraQM,W6qyYk,2025/09/08 16:19,recF27j93eHkcruZo,10,,,Yes,Yes,No,"No, I have never looked for customer care",,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,Satisfied,10,Promoter,recF27j93eHkcruZo,2025/09/30,22,closed,0,0,0,,"30,000–49,999",Female
rjJ7ZlL,RGK9Vop,2025/09/19 18:35,rec1fM7RA2258FmuE,5,,,No,No,Yes,"No, I have never looked for customer care",No,Yes,"Yes, but I am not satisfied with the MoApp",Reach Out via a Sales Agent,Yes,I needed a device that supports wireless charging... I was disappointed when I noticed that this device doesn't support and no one bothered to tell me.,5,Detractor,rec1fM7RA2258FmuE,2025/09/30,11,current,0,0,72850,,"30,000–49,999",Male
rjJ7ZlL,RGK9Vop,2025/09/19 18:35,rec1fM7RA2258FmuE,5,,,No,No,Yes,"No, I have never looked for customer care",No,Yes,"Yes, but I am not satisfied with the MoApp",Reach Out via a Sales Agent,Yes,I needed a device that supports wireless charging... I was disappointed when I noticed that this device doesn't support and no one bothered to tell me.,5,Detractor,rec1fM7RA2258FmuE,2025/09/30,11,current,0,0,72850,,"30,000–49,999",Male
rjJ7bv5,D42GXeX,2025/09/19 17:27,recv4BJrnRIlBtXb3,9,,,Yes,Yes,Yes,No,At least you should allow daily payments also,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,nothing,9,Promoter,recv4BJrnRIlBtXb3,2025/09/30,11,current,0,10,42760,,"10,000–19,999",Male
rjJNjAl,yPZQWx0,2025/09/20 07:06,recmt9V6tXdRpK6kE,5,,,No,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,You have alot of restrictions on app installation which i dont find it fare,5,Detractor,recmt9V6tXdRpK6kE,2025/09/30,10,current,0,0,31680,,"20,000–29,999",Male
rjJXWkL,vGj5ajA,2025/09/19 13:48,recEyEsrB2Pc8eYgV,10,,,Yes,Yes,No,No,Superb service,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Excellent job,10,Promoter,recEyEsrB2Pc8eYgV,2025/09/30,11,current,0,4250,61000,,"50,000–99,999",Male
rjJXgav,kdaBQvZ,2025/09/19 13:40,recAQXHE5P9XNQJuw,3,,,No,No,Yes,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,U should change on deposit instead of double standards I was told I will pay 8300 letter to be told I have to pay 12600,3,Detractor,recAQXHE5P9XNQJuw,2025/09/30,11,current,0,0,45900,,"150,000 and above",Male
rjKL0Dv,reOrWl,2025/09/08 15:11,rec8byQsLCH161Efo,1,,,Yes,Yes,,No,Ok sometimes if i fail to pay that's where challenges is,,,,,,1,Detractor,rec8byQsLCH161Efo,2025/09/30,22,current,0,30,49260,,"50,000–99,999",Male
rjKL0Dv,reOrWl,2025/09/08 15:11,rec8byQsLCH161Efo,1,,,Yes,Yes,,No,Ok sometimes if i fail to pay that's where challenges is,,,,,,1,Detractor,rec8byQsLCH161Efo,2025/09/30,22,current,0,30,49260,,"50,000–99,999",Male
rjKL0eX,ZMOGNz,2025/07/07 14:14,recCyxFTAfoRop3NR,8,,,Yes,No,No,Yes,Reopening of the phone,Yes,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,Not really,8,Passive,recCyxFTAfoRop3NR,2025/06/30,7,current,0,1700,57800,,"100,000–149,999",
rjKL6aM,K9xMgK,2025/07/07 13:40,recfpVD1UmnRPwIn7,5,,,Yes,Yes,No,No,N/,,,,,,5,Detractor,recfpVD1UmnRPwIn7,2025/06/30,7,current,0,350,55930,,"50,000–99,999",Female
rjKL6aM,K9xMgK,2025/07/07 13:40,recfpVD1UmnRPwIn7,5,,,Yes,Yes,No,No,N/,,,,,,5,Detractor,recfpVD1UmnRPwIn7,2025/06/30,7,current,0,350,55930,,"50,000–99,999",Female
rjKLABL,RAo0Nd,2025/07/07 13:38,recxGTrOOlvHnJTyI,7,,,Yes,Yes,Yes,"No, I have never looked for customer care",No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,"I can see my payment details.what I pay every week,the app is not showing me that nowadays .what might be the problem",7,Passive,recxGTrOOlvHnJTyI,2025/06/30,7,current,0,0,71550,,"20,000–29,999",Male
rjKLABL,RAo0Nd,2025/07/07 13:38,recxGTrOOlvHnJTyI,7,,,Yes,Yes,Yes,"No, I have never looked for customer care",No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,"I can see my payment details.what I pay every week,the app is not showing me that nowadays .what might be the problem",7,Passive,recxGTrOOlvHnJTyI,2025/06/30,7,current,0,0,71550,,"10,000–19,999",Male
rjKLABL,RAo0Nd,2025/07/07 13:38,recxGTrOOlvHnJTyI,7,,,Yes,Yes,Yes,"No, I have never looked for customer care",No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,"I can see my payment details.what I pay every week,the app is not showing me that nowadays .what might be the problem",7,Passive,recxGTrOOlvHnJTyI,2025/06/30,7,current,0,0,71550,,"20,000–29,999",Male
rjKLABL,RAo0Nd,2025/07/07 13:38,recxGTrOOlvHnJTyI,7,,,Yes,Yes,Yes,"No, I have never looked for customer care",No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,"I can see my payment details.what I pay every week,the app is not showing me that nowadays .what might be the problem",7,Passive,recxGTrOOlvHnJTyI,2025/06/30,7,current,0,0,71550,,"10,000–19,999",Male
rjKLABL,RAo0Nd,2025/07/07 13:38,recxGTrOOlvHnJTyI,7,,,Yes,Yes,Yes,"No, I have never looked for customer care",No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,"I can see my payment details.what I pay every week,the app is not showing me that nowadays .what might be the problem",7,Passive,recxGTrOOlvHnJTyI,2025/06/30,7,current,0,0,71550,,"20,000–29,999",Male
rjKLABL,RAo0Nd,2025/07/07 13:38,recxGTrOOlvHnJTyI,7,,,Yes,Yes,Yes,"No, I have never looked for customer care",No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,"I can see my payment details.what I pay every week,the app is not showing me that nowadays .what might be the problem",7,Passive,recxGTrOOlvHnJTyI,2025/06/30,7,current,0,0,71550,,"10,000–19,999",Male
rjKLARp,DOa1XR,2025/07/07 13:40,recpBakf1samQ6gIJ,8,,,Yes,Yes,No,Yes,Other applications which are not from play store cannot be installed,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,,8,Passive,recpBakf1samQ6gIJ,2025/06/30,7,current,0,0,45200,,"50,000–99,999",Male
rjKLARp,DOa1XR,2025/07/07 13:40,recpBakf1samQ6gIJ,8,,,Yes,Yes,No,Yes,Other applications which are not from play store cannot be installed,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,,8,Passive,recpBakf1samQ6gIJ,2025/06/30,7,current,0,0,45200,,"50,000–99,999",Male
rjKLARp,DOa1XR,2025/07/07 13:40,recpBakf1samQ6gIJ,8,,,Yes,Yes,No,Yes,Other applications which are not from play store cannot be installed,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,,8,Passive,recpBakf1samQ6gIJ,2025/06/30,7,current,0,0,45200,,"50,000–99,999",Male
rjKLARp,DOa1XR,2025/07/07 13:40,recpBakf1samQ6gIJ,8,,,Yes,Yes,No,Yes,Other applications which are not from play store cannot be installed,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,,8,Passive,recpBakf1samQ6gIJ,2025/06/30,7,current,0,0,45200,,"50,000–99,999",Male
rjKLEDL,xADZG9,2025/07/07 13:50,recyblcURGID1o4jj,2,,,No,No,Yes,Yes,Poor customer service,Yes,,,,,2,Detractor,recyblcURGID1o4jj,2025/06/30,7,arrears,5,0,63280,,"150,000 and above",Male
rjKLEDL,xADZG9,2025/07/07 13:50,recyblcURGID1o4jj,2,,,No,No,Yes,Yes,Poor customer service,Yes,,,,,2,Detractor,recyblcURGID1o4jj,2025/06/30,7,arrears,5,0,63280,,"150,000 and above",Male
rjKLEDL,xADZG9,2025/07/07 13:50,recyblcURGID1o4jj,2,,,No,No,Yes,Yes,Poor customer service,Yes,,,,,2,Detractor,recyblcURGID1o4jj,2025/06/30,7,arrears,5,0,63280,,"150,000 and above",Male
rjKLEDL,xADZG9,2025/07/07 13:50,recyblcURGID1o4jj,2,,,No,No,Yes,Yes,Poor customer service,Yes,,,,,2,Detractor,recyblcURGID1o4jj,2025/06/30,7,arrears,5,0,63280,,"150,000 and above",Male
rjKLEkv,xAD2Qy,2025/07/07 13:53,rec3B8YjLyaELTIyl,10,,,Yes,Yes,No,No,the services are good,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Only the cable charging cable that is slow,10,Promoter,rec3B8YjLyaELTIyl,2025/06/30,7,current,0,0,70520,,"30,000–49,999",Male
rjKLEkv,xAD2Qy,2025/07/07 13:53,rec3B8YjLyaELTIyl,10,,,Yes,Yes,No,No,the services are good,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Only the cable charging cable that is slow,10,Promoter,rec3B8YjLyaELTIyl,2025/06/30,7,current,0,0,70520,,"30,000–49,999",Male
rjKLEkv,xAD2Qy,2025/07/07 13:53,rec3B8YjLyaELTIyl,10,,,Yes,Yes,No,No,the services are good,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Only the cable charging cable that is slow,10,Promoter,rec3B8YjLyaELTIyl,2025/06/30,7,current,0,0,70520,,"30,000–49,999",Male
rjKLEkv,xAD2Qy,2025/07/07 13:53,rec3B8YjLyaELTIyl,10,,,Yes,Yes,No,No,the services are good,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Only the cable charging cable that is slow,10,Promoter,rec3B8YjLyaELTIyl,2025/06/30,7,current,0,0,70520,,"30,000–49,999",Male
rjKLEkv,xAD2Qy,2025/07/07 13:53,rec3B8YjLyaELTIyl,10,,,Yes,Yes,No,No,the services are good,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Only the cable charging cable that is slow,10,Promoter,rec3B8YjLyaELTIyl,2025/06/30,7,current,0,0,70520,,"30,000–49,999",Male
rjKLEkv,xAD2Qy,2025/07/07 13:53,rec3B8YjLyaELTIyl,10,,,Yes,Yes,No,No,the services are good,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Only the cable charging cable that is slow,10,Promoter,rec3B8YjLyaELTIyl,2025/06/30,7,current,0,0,70520,,"30,000–49,999",Male
rjKLEzN,98ZOaE,2025/07/07 13:52,rec76EImuJVBnMKEU,7,,,Yes,Yes,,,,,,,,,7,Passive,rec76EImuJVBnMKEU,2025/06/30,7,arrears,53,0,96200,,"150,000 and above",
rjKLdPN,VKPMl6,2025/07/07 14:02,recVR4xvCRqokmJBR,4,,,Yes,Yes,No,No,Nothing,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,,4,Detractor,recVR4xvCRqokmJBR,2025/06/30,7,current,0,2150,30050,,"5,000–9,999",Female
rjKLdPN,VKPMl6,2025/07/07 14:02,recVR4xvCRqokmJBR,4,,,Yes,Yes,No,No,Nothing,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,,4,Detractor,recVR4xvCRqokmJBR,2025/06/30,7,current,0,2150,30050,,"5,000–9,999",Female
rjKLdPN,VKPMl6,2025/07/07 14:02,recVR4xvCRqokmJBR,4,,,Yes,Yes,No,No,Nothing,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,,4,Detractor,recVR4xvCRqokmJBR,2025/06/30,7,current,0,2150,30050,,"5,000–9,999",Female
rjKdEeM,4MKBxA,2025/07/07 16:52,recjTSubqWemATPIz,10,,,Yes,Yes,Yes,No,No,No,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,No,10,Promoter,recjTSubqWemATPIz,2025/06/30,7,closed,0,0,0,,,
rjKgBOX,zkMJG1,2025/07/09 13:32,recTiatJrJW6ygG00,3,,,Yes,Yes,Yes,"No, I have never looked for customer care",n,No,"Yes, and I am satisfied with the MoApp",,,,3,Detractor,recTiatJrJW6ygG00,2025/06/30,9,current,0,0,23000,,"20,000–29,999",Female
rjKqpNl,6gxYWe,2025/07/09 11:40,recQDx5owjkvOINoc,10,,,Yes,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,A boutique battery 🔋,10,Promoter,recQDx5owjkvOINoc,2025/06/30,9,current,0,0,39950,,"10,000–19,999",Male
rjOMW9o,29Dv6b,2025/05/18 07:58,recdwTRxTLaNtLEgW,8,,,Yes,Yes,Yes,,,,,,,,8,Passive,recdwTRxTLaNtLEgW,2025/06/30,43,current,0,0,11710,,,
rjOMbxX,b1642e,2025/05/18 08:21,rec9QuJixQvLc9SuF,,,,No,,,,,,,,,,,Unknown,rec9QuJixQvLc9SuF,2025/06/30,43,current,0,160,93280,,"150,000 and above",Male
rjOZb0l,l8vqk6,2025/05/18 14:04,recnTQBuY92YjX15h,9,,,Yes,Yes,Yes,No,When I pay I should know my balance,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,Had some challenges in paying but need to resume paying thou my time elapsed,9,Promoter,recnTQBuY92YjX15h,2025/06/30,43,default,426,0,22500,,,
rjOzMy5,q8gkWO,2025/05/19 15:11,recff2dO9PuTWBiJe,8,,,Yes,Yes,No,No,,,,,,,8,Passive,recff2dO9PuTWBiJe,2025/06/30,42,current,0,1500,29100,,"150,000 and above",
rjPJxzv,q1p1Zg,2025/06/01 11:26,rec19ZURsb3ZhUhtm,0,,,No,No,Yes,Yes,You guys are not good people how can I return my phone for refund and then you refuse to refund me back the money and I have paid a lot of money.Am directing you that am coming to collect my phone anytime my id number is 22695566,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,Yes,I will come collect my phone.Please be aware,0,Detractor,rec19ZURsb3ZhUhtm,2025/06/30,29,default,115,0,28240,,,
rjPb7vR,ZrkAav,2025/06/03 07:35,recE0zfRcxVGMbxIS,5,,,Yes,No,Yes,Yes,Having phone shut out despite payment being made and your customer care not being a 24hour service,No,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,"Your repair team are not tourer. Everytime I've brought my phone for repair, they mess with something else.",5,Detractor,recE0zfRcxVGMbxIS,2025/06/30,27,current,0,3140,-3140,,,
rjPkajN,y5GONg,2025/06/01 12:08,recl4CvbeCM0PEEEy,0,,,No,No,No,"No, I have never looked for customer care",No,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No,0,Detractor,recl4CvbeCM0PEEEy,2025/06/30,29,current,0,300,27200,,"50,000–99,999",Male
rjPkajN,y5GONg,2025/06/01 12:08,recl4CvbeCM0PEEEy,0,,,No,No,No,"No, I have never looked for customer care",No,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No,0,Detractor,recl4CvbeCM0PEEEy,2025/06/30,29,current,0,300,27200,,"50,000–99,999",Male
rjPvpEp,Ae5kYo,2025/06/01 19:29,recWzwwUKXtDCJg0d,,,,Yes,,,,,,,,,,,Unknown,recWzwwUKXtDCJg0d,2025/06/30,29,closed,0,0,0,,,
rjQRMdN,ob21qjV,2025/12/18 16:20,recYNvnZkCNZrD0i2,5,Customer service,Contracting and Terms and Conditions,,,,,,,,,,,5,Detractor,recYNvnZkCNZrD0i2,2025/12/30,12,current,0,160,53800,,"20,000–29,999",Male
rjQRZlp,7RNzQVP,2025/12/18 16:41,rec2FFk3F7ZFQWqCk,6,"High payment ,instalment",Monthly payment plus reduce the payment from 1230 to 1080,,,,,,,,,,,6,Detractor,rec2FFk3F7ZFQWqCk,2025/12/30,12,current,0,1230,46740,,"Below 5,000",
rjQzGPX,OD7Mqbp,2025/12/20 19:38,recY8pUpWXHXWD6P8,1,,,,,,,,,,,,,1,Detractor,recY8pUpWXHXWD6P8,2025/12/30,10,arrears,68,0,69510,,"100,000–149,999",Male
rjQzGPX,OD7Mqbp,2025/12/20 19:38,recY8pUpWXHXWD6P8,1,,,,,,,,,,,,,1,Detractor,recY8pUpWXHXWD6P8,2025/12/30,10,arrears,68,0,69510,,"100,000–149,999",Male
rjRoPlM,2EAYJKV,2025/12/04 21:46,recbJnndeUx5oQFUW,1,Phone payment,Give me a call,,,,,,,,,,,1,Detractor,recbJnndeUx5oQFUW,2025/12/30,26,current,0,0,44720,,"20,000–29,999",Male
